3.793161773589465824e+00	5.311709556602634308e+01
3.793161773589465824e+00	5.311709556602634308e+01
3.923643832306392021e+00	5.315575691675728365e+01
3.923643832306392021e+00	5.315575691675728365e+01
4.054125891023318218e+00	5.314609157907454318e+01
4.054125891023318218e+00	5.314609157907454318e+01
4.184607949740245303e+00	5.314125891023317649e+01
4.184607949740245303e+00	5.314125891023317649e+01
4.315090008457171500e+00	5.314125891023317649e+01
4.315090008457171500e+00	5.314125891023317649e+01
4.440739398332730126e+00	5.319441826748822422e+01
4.440739398332730126e+00	5.319441826748822422e+01
4.576054125891024782e+00	5.320408360517095758e+01
4.576054125891024782e+00	5.320408360517095758e+01
4.725866859973421263e+00	5.320408360517095758e+01
4.725866859973421263e+00	5.320408360517095758e+01
4.837018243324877176e+00	5.317992026096411706e+01
4.837018243324877176e+00	5.317992026096411706e+01
4.972332970883170944e+00	5.312676090370907644e+01
4.972332970883170944e+00	5.312676090370907644e+01
5.093149691917362887e+00	5.313642624139180981e+01
5.093149691917362887e+00	5.313642624139180981e+01
5.218799081792921513e+00	5.309293222181950256e+01
5.218799081792921513e+00	5.309293222181950256e+01
5.358946478192582852e+00	5.308326688413676919e+01
5.358946478192582852e+00	5.308326688413676919e+01
5.474930530385406335e+00	5.304460553340582862e+01
5.474930530385406335e+00	5.304460553340582862e+01
5.595747251419597390e+00	5.302044218919898810e+01
5.595747251419597390e+00	5.302044218919898810e+01
5.721396641295156016e+00	5.299144617615078090e+01
5.721396641295156016e+00	5.299144617615078090e+01
5.822882686963876786e+00	5.296245016310257370e+01
5.822882686963876786e+00	5.296245016310257370e+01
5.972695421046273268e+00	5.297211550078530706e+01
5.972695421046273268e+00	5.297211550078530706e+01
6.127340823970039096e+00	5.295278482541984033e+01
6.127340823970039096e+00	5.295278482541984033e+01
6.262655551528332865e+00	5.295278482541984033e+01
6.262655551528332865e+00	5.295278482541984033e+01
6.407635616769361775e+00	5.295278482541984033e+01
6.407635616769361775e+00	5.295278482541984033e+01
6.562281019693126716e+00	5.290445813700616640e+01
6.562281019693126716e+00	5.290445813700616640e+01
6.697595747251420484e+00	5.285613144859248536e+01
6.697595747251420484e+00	5.285613144859248536e+01
6.808747130602876396e+00	5.283196810438565194e+01
6.808747130602876396e+00	5.283196810438565194e+01
