3.628126132656759761e+00	5.329749507458485880e+01
3.705448834118642232e+00	5.326130835109162831e+01
3.747976319922677657e+00	5.326130835109162831e+01
3.767306995288147942e+00	5.326130835109162831e+01
3.805968346019089399e+00	5.326130835109162831e+01
3.883291047480971425e+00	5.326130835109162831e+01
3.945149208650477579e+00	5.326130835109162831e+01
3.983810559381418592e+00	5.326130835109162831e+01
4.030204180258547986e+00	5.326733947167383576e+01
4.084330071281865315e+00	5.324924610992722052e+01
4.126857557085900297e+00	5.324924610992722052e+01
4.169385042889936166e+00	5.324924610992722052e+01
4.219644798840159083e+00	5.326733947167383576e+01
4.246707744351818192e+00	5.326733947167383576e+01
4.308565905521324346e+00	5.326733947167383576e+01
4.401353147275583133e+00	5.326733947167383576e+01
4.447746768152712527e+00	5.326733947167383576e+01
4.509604929322218680e+00	5.326130835109162831e+01
4.602392171076477467e+00	5.324924610992722052e+01
4.683581007611453906e+00	5.327337059225603610e+01
4.726108493415488887e+00	5.327337059225603610e+01
4.803431194877370913e+00	5.329749507458485880e+01
4.876887761266159416e+00	5.329749507458485880e+01
4.911682976924006461e+00	5.328543283342044390e+01
4.989005678385888487e+00	5.326227333038478662e+01
5.062462244774676989e+00	5.320196212456274765e+01
5.147517216382747840e+00	5.319794137750794505e+01
5.248036728283194563e+00	5.318587913634353015e+01
5.336957834964358938e+00	5.317783764223392495e+01
5.429745076718617725e+00	5.318185838928872755e+01
5.530264588619065336e+00	5.315773390695991196e+01
5.584390479642383553e+00	5.312154718346668858e+01
5.665579316177359104e+00	5.309742270113787299e+01
5.769964963150901127e+00	5.313360942463109637e+01
5.862752204905159914e+00	5.310948494230228079e+01
5.963271716805605749e+00	5.310144344819267559e+01
6.083121904071523645e+00	5.306927747175425480e+01
6.228101969312552555e+00	5.305721523058984701e+01
6.334420683822640896e+00	5.307329821880905740e+01
6.445572067174096809e+00	5.302102850709661652e+01
6.576054125891023006e+00	5.298484178360339314e+01
6.696870846925214948e+00	5.296473804832938015e+01
6.808022230276669973e+00	5.288030236017851848e+01
6.909508275945390743e+00	5.286019862490450549e+01
7.001328983931376371e+00	5.285617787784970290e+01
7.097982360758729570e+00	5.284813638374009770e+01
7.233297088317023338e+00	5.284009488963049250e+01
7.354113809351214393e+00	5.276370069558924314e+01
7.494261205750875732e+00	5.275163845442483534e+01
7.634408602150537959e+00	5.274359696031523015e+01
7.784221336232935329e+00	5.270741023682199966e+01
7.934034070315331810e+00	5.272349322504121005e+01
8.050018122508156182e+00	5.271947247798640745e+01
8.141838830494140922e+00	5.270338948976719706e+01
8.199830856590551775e+00	5.263905753689035549e+01
8.325480246466110401e+00	5.263905753689035549e+01
8.412468285610728458e+00	5.263905753689035549e+01
8.533285006644920401e+00	5.263905753689035549e+01
8.615440376948169998e+00	5.261895380161634250e+01
8.707261084934154738e+00	5.256668408990390162e+01
8.803914461761507937e+00	5.254255960757508603e+01
8.929563851637066563e+00	5.254255960757508603e+01
9.031049897305788221e+00	5.253049736641067824e+01
9.079376585719463932e+00	5.251441437819146785e+01
9.190527969070920733e+00	5.245410317236942888e+01
9.316177358946479359e+00	5.243802018415021848e+01
9.407998066932464098e+00	5.243802018415021848e+01
9.567476138697596610e+00	5.242193719593100809e+01
9.707623535097258838e+00	5.242193719593100809e+01
9.823607587290080545e+00	5.241791644887620549e+01
9.915428295276065285e+00	5.241389570182140289e+01
1.001934984520123884e+01	5.239897873024808206e+01
1.012388926862611171e+01	5.239897873024808206e+01
1.021234570383177243e+01	5.238691648908367426e+01
1.031688512725664353e+01	5.233866752442603598e+01
1.042544529773631901e+01	5.231052229504241780e+01
1.052998472116119189e+01	5.227835631860399701e+01
1.063050339753126039e+01	5.227031482449439181e+01
1.069081460335330291e+01	5.225825258332998402e+01
1.076318805033975323e+01	5.221402436572715544e+01
1.086772747376462611e+01	5.218989988339833985e+01
1.094010092075107465e+01	5.219392063045314245e+01
1.099639137951831458e+01	5.218185838928872755e+01
1.108484781472397529e+01	5.217381689517912235e+01
1.116526275582003080e+01	5.214567166579550417e+01
1.122557396164207333e+01	5.210546419524747819e+01
1.131805114390253664e+01	5.211350568935708338e+01
1.140650757910819735e+01	5.209742270113787299e+01
1.150702625547826763e+01	5.207731896586386000e+01
1.159548269068393012e+01	5.207731896586386000e+01
1.168393912588959083e+01	5.207329821880905740e+01
1.184074826102689926e+01	5.205721523058984701e+01
1.192116320212295477e+01	5.201700776004181392e+01
1.196137067267098253e+01	5.200896626593220873e+01
1.208348435423462597e+01	5.197211550078530706e+01
1.218497039990334585e+01	5.195278482541984033e+01
1.225262776368249362e+01	5.193828681889574028e+01
